surprise,HRV_S-D-hr_mad,neutral,HRV_RMSSD-D-HRV_HTI,HRV_CMSE-D-HRV_RMSSD,HRV_RMSSD,HRV_RMSSD-D-HRV_CMSE,happy,angry,sad,fear,HRV_RMSSD-D-HRV_SampEn,bpm-M-HRV_SampEn,ibi-D-HRV_SampEn,LowBeta_F3-D-LowBeta_PZ,Alpha_FP2-D-Theta_FP1,HighBeta_FP2-D-Fatigue,Alpha_FP2-D-Theta_F4,LowBeta_FP1-D-Gamma_F4,Alpha_F4-D-Alpha_FP2,Theta_F4-D-Alpha_F3,Theta_F4-D-Alpha_F4,Gamma_F3-D-Gamma_C4,LowBeta_F3-D-HighBeta_F3,Gamma_PZ-D-Gamma_C4,Alpha_FP1-D-Theta_F4,Gamma_C3-D-Gamma_C4,Theta_F4-D-Alpha_FP1,Gamma_C4-D-Fatigue,LowBeta_FP1-D-Fatigue,HRV_RMSSD-D-HRV_DFA,Gamma_C4,Alpha_F4-D-Theta_F4,LowBeta_F3-D-HighBeta_PZ,LowBeta_C4-D-HighBeta_C4,Theta_F4-D-Alpha_PZ,Alpha_PZ-D-Theta_F4,HighBeta_C3-D-Gamma_F3,Fatigue-D-Theta_C4,Theta_F4-D-Theta_F3,Theta_C3-D-Fatigue,Fatigue-D-Theta_F4,Fatigue-D-Alpha_C4,Gamma_F4-D-Alpha_F4,LowBeta_C3-D-LowBeta_PZ,LowBeta_C3-D-HighBeta_C3,Alpha_C4-D-Theta_PZ,HighBeta_C3-D-HighBeta_PZ,Theta_PZ-D-Theta_C4,Fatigue-D-Alpha_F4,LowBeta_FP2-D-HighBeta_FP1,Fatigue-D-Alpha_FP1,LowBeta_C4,Alpha_FP1-D-Theta_FP1,LowBeta_C3-D-HighBeta_PZ,Fatigue-D-Theta_F3,Theta_F3-D-Fatigue,sdnn-D-HRV_RMSSD,Theta_F3-D-Theta_PZ,Alpha_PZ-D-Theta_F3,LowBeta_FP2-D-HighBeta_F4,Alpha_F4-D-Gamma_F4,Theta_F3-D-Alpha_FP2,Alpha_FP1-D-Alpha_FP2,HighBeta_F3-D-HighBeta_PZ,Theta_C3-D-Theta_PZ,Theta_F4,Alpha_PZ-D-Theta_C4,Alpha_C4-D-Theta_C4,Theta_PZ-D-Theta_C3,Alpha_FP2-D-Gamma_FP1,Theta_F4-D-Gamma_FP2,HighBeta_F3-D-HighBeta_C3,Alpha_FP2-D-Theta_C3,Gamma_FP1-D-Alpha_FP2,Gamma_F4-D-Alpha_PZ,HRV_SI,Alpha_C3-D-Alpha_C4,Alpha_F3-D-Alpha_C4,Alpha_FP1-D-Fatigue,Theta_F3-D-Theta_C3,Gamma_F3-D-Gamma_C3,LowBeta_PZ-D-HighBeta_C4,Theta_F3-D-Alpha_C4,LowBeta_F3-D-LowBeta_C3,LowBeta_FP1-D-Theta_F4,HRV_LnHF-M-HRV_CorrDim,Alpha_FP1-D-Theta_FP2,Theta_C4-D-Alpha_FP2,Alpha_F3-D-Alpha_PZ,HRV_CVI-D-HRV_PI,Theta_C4-D-Theta_C3,Gamma_C3-D-Gamma_PZ,HRV_PIP-D-HRV_PSS,Alpha_C3-D-Alpha_FP2,Alpha_C4-D-Theta_F3,Alpha_F4-I,Fatigue-D-Theta_C3,HighBeta_F3-D-HighBeta_C4,LowBeta_C4-D-HighBeta_C3,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.018181818,0.026311286,0.34545454,0.05858474,0.8055917,0.04416636,0.2858828,0.25454545,0.018181818,0.34545454,0.018181818,0.16911429,0.7618148,0.3220141,0.49504685,0.5004885,0.50798494,0.4239768,0.302651,0.58302146,0.62758714,0.66783077,0.52032137,0.52987385,0.30343777,0.44521126,0.5435113,0.64387023,0.5686508,0.66107833,0.1283027,0.41382226,0.40898275,0.52359885,0.6438854,0.61696327,0.5495472,0.3862873,0.5028221,0.6582147,0.64713585,0.48337016,0.5191456,0.44585216,0.62988067,0.5561928,0.43394074,0.59463984,0.6117742,0.4828109,0.55042034,0.5157597,0.36463666,0.48357126,0.65370196,0.47610605,0.62478495,0.8367268,0.5211734,0.66536576,0.61747515,0.45846808,0.59066737,0.5131741,0.509612,0.58277696,0.6618035,0.67410475,0.49512395,0.5022131,0.4392461,0.40739688,0.43042597,0.4452308,0.4539938,0.49076778,0.7934959,0.67412484,0.6820811,0.5983093,0.46873865,0.440222,0.63136476,0.63329214,0.37572896,0.69149786,0.6505708,0.38226354,0.5498312,0.5410236,0.14372197,0.46164104,0.8497581,0.7603557,0.6130392,0.4772371,0.29275677,0.47024617,0.6172074,0.41638482,ES01,1,0.5,3.5,Bueno,Positivo
0.014705882,0.21788499,0.5441176,0.104466684,0.71330005,0.14568383,0.4442795,0.014705882,0.014705882,0.20588236,0.20588236,0.34383816,0.7861533,0.28030318,0.47798854,0.58859533,0.52882236,0.50094724,0.37517083,0.5688057,0.61943454,0.6149845,0.48140806,0.58122563,0.3134501,0.5001831,0.5199577,0.6096121,0.5452402,0.6344554,0.05680709,0.4027157,0.48321477,0.54360753,0.62888193,0.55825865,0.56498396,0.42697906,0.4965746,0.6363567,0.6594135,0.5070346,0.51082206,0.5180327,0.6467006,0.59647226,0.37608773,0.59941876,0.65697837,0.46345812,0.58279735,0.499026,0.35142443,0.5640213,0.6935873,0.48649284,0.61824995,0.7728939,0.41061613,0.72143704,0.6284555,0.40011024,0.5540572,0.5141887,0.49071506,0.53423566,0.6508946,0.6978962,0.5027682,0.52594966,0.3697995,0.3414813,0.41967478,0.4637989,0.53424114,0.5653379,0.55344224,0.6817768,0.64390576,0.62349355,0.38161367,0.43116412,0.62653345,0.60209924,0.35111383,0.62814504,0.47987348,0.49092698,0.53340214,0.49568698,0.48134622,0.4432919,0.81051594,0.64681005,0.60339355,0.49833065,0.2788246,0.4539848,0.5841281,0.42679885,ES01,1,0.5,3.5,Bueno,Positivo
0.009615385,0.24179558,0.77884614,0.18949081,0.8886656,0.096652806,0.013920548,0.009615385,0.009615385,0.1826923,0.009615385,0.21987665,0.66808385,0.44186267,0.48916996,0.45469093,0.55316854,0.4565601,0.39662686,0.5746655,0.60676265,0.64930224,0.4408038,0.597605,0.33357173,0.47947803,0.48358986,0.6240792,0.5312403,0.62904614,0.15883282,0.3947153,0.4379329,0.581189,0.6671149,0.5994897,0.5548463,0.4630886,0.5129883,0.6124951,0.64462674,0.5162794,0.5591509,0.4469783,0.6387339,0.60201573,0.28342187,0.6110541,0.67445046,0.52121735,0.518394,0.5261791,0.34395957,0.4742943,0.7096025,0.4712049,0.6277481,0.8806656,0.4503505,0.5940732,0.5705605,0.4574213,0.6231171,0.5489123,0.5431057,0.46242332,0.6454798,0.643385,0.39687872,0.55742633,0.41730192,0.32842714,0.428193,0.38576397,0.47602174,0.49251857,0.4868267,0.7037407,0.68380713,0.5803512,0.4935243,0.457661,0.59501547,0.69875616,0.36417904,0.6049523,0.06548108,0.43202478,0.56660104,0.5434554,0.27604094,0.4556821,0.7283739,0.3826466,0.6285744,0.4234486,0.3793433,0.4733703,0.54912734,0.4566563,ES01,1,0.5,3.5,Bueno,Positivo
0.018181818,0.43399528,0.58181816,0.55970204,0.55130804,0.4430869,0.5561652,0.34545454,0.018181818,0.018181818,0.018181818,0.5618313,0.5075713,0.5631881,0.599255,0.27685785,0.74338293,0.37032542,0.69926447,0.57574713,0.59776884,0.70254564,0.39257285,0.78773916,0.21101469,0.44094607,0.41038942,0.6460421,0.4166347,0.47201106,0.28970343,0.4072979,0.3439382,0.6960309,0.70119315,0.5799446,0.560008,0.55895394,0.34877175,0.5900232,0.72393245,0.4722911,0.43519267,0.71893317,0.67328376,0.70105994,0.2891803,0.59955907,0.65085256,0.5136224,0.56099087,0.5077174,0.36018476,0.3718894,0.7795887,0.34250602,0.6864589,0.6981585,0.47276056,0.5880469,0.43257946,0.29315913,0.69273686,0.60714513,0.5282932,0.6042168,0.64588606,0.63141364,0.3496619,0.49088848,0.2592113,0.17801811,0.4328394,0.13380748,0.76060545,0.84109867,0.63200444,0.7004211,0.6739856,0.6109251,0.38705057,0.5750955,0.5503357,0.7073496,0.38104755,0.6272881,0.723324,0.34387368,0.6272343,0.5344047,0.32147765,0.41789287,0.7804072,0.58819425,0.6786573,0.41515017,0.4878977,0.33126816,0.4529378,0.517047,ES01,1,0.5,3.5,Bueno,Positivo
0.01369863,0.65109867,0.6849315,0.3084663,0.5485981,0.41818777,0.5573512,0.01369863,0.01369863,0.26027396,0.01369863,0.520115,0.752601,0.33646137,0.49083704,0.38461244,0.6283645,0.41243076,0.5296031,0.5675194,0.6371508,0.68279034,0.40372685,0.73894083,0.30283374,0.45592907,0.44131833,0.6381513,0.486778,0.5691523,0.46134877,0.392296,0.38283148,0.56500405,0.68924254,0.6125601,0.5509521,0.5093482,0.40996423,0.62432086,0.6893502,0.48253483,0.50372845,0.56528056,0.6577851,0.675603,0.29400158,0.5483585,0.6275764,0.501971,0.616387,0.5072668,0.3528718,0.4319974,0.71442807,0.41781625,0.6559052,0.304337,0.45863086,0.59063816,0.58054185,0.36940578,0.6409696,0.5693702,0.3427268,0.55598396,0.65380293,0.60901576,0.30658853,0.5156098,0.32800314,0.22600748,0.40862265,0.2886979,0.60170525,0.6230949,0.33492345,0.70167714,0.6584412,0.6116051,0.4180843,0.5072297,0.5974257,0.6962097,0.34595972,0.65162,0.46677434,0.38269445,0.5972697,0.5276209,0.39180174,0.46012202,0.6953067,0.5876587,0.6422499,0.42584333,0.38957715,0.40620396,0.48319733,0.4838703,ES01,1,0.5,3.5,Bueno,Positivo
0.011627907,0.62088513,0.5813953,0.6510728,0.40909445,0.63286,0.6053931,0.011627907,0.011627907,0.37209302,0.011627907,0.62772906,0.42169273,0.6074948,0.42009526,0.5422861,0.5080268,0.49780852,0.30485705,0.55011547,0.62995654,0.6291398,0.4935237,0.56548,0.4294363,0.50483423,0.5132444,0.6060384,0.5521624,0.6582027,0.68088007,0.38450482,0.46570858,0.48753753,0.66222465,0.5389348,0.568885,0.34613726,0.46191204,0.60779136,0.66697043,0.5178108,0.498228,0.42066136,0.62168926,0.5685214,0.40199777,0.58278906,0.6141417,0.50169325,0.5897957,0.50798166,0.3453992,0.54193324,0.6522823,0.46802202,0.6296343,0.42339712,0.4593742,0.69841546,0.6508015,0.4832755,0.5946989,0.53867733,0.40528312,0.5764657,0.64846325,0.6738069,0.44924232,0.5054401,0.44601554,0.47732142,0.4034432,0.39049295,0.44769973,0.5273447,0.5405933,0.57152706,0.59117705,0.61053056,0.39894083,0.47852552,0.6557724,0.61518127,0.3487068,0.61394197,0.5793165,0.49156222,0.56835777,0.46675345,0.6280543,0.462462,0.6454999,0.528533,0.5677101,0.48977357,0.32091767,0.44310054,0.5974187,0.41364533,ES01,1,0.5,3.5,Bueno,Positivo
0.027027028,0.55411726,0.5135135,0.5892333,0.56897223,0.4526299,0.54809326,0.027027028,0.027027028,0.3783784,0.027027028,0.55040824,0.584099,0.51386774,0.4699971,0.5200182,0.5378702,0.5114398,0.35719287,0.5427644,0.63642913,0.6207094,0.4728414,0.5449175,0.41298452,0.51361454,0.5007933,0.5989215,0.54268336,0.6429513,0.5498408,0.3949443,0.47631678,0.52729094,0.65581757,0.5337373,0.5698615,0.42213398,0.4726283,0.5728936,0.67019755,0.5272928,0.5264471,0.43712908,0.6094012,0.53435135,0.35637012,0.6077537,0.621833,0.51224625,0.60799146,0.5121189,0.38316506,0.5204967,0.6482861,0.44381663,0.6430557,0.5200283,0.52228695,0.644328,0.63112134,0.46675,0.6189186,0.5363707,0.50016916,0.6022828,0.64151293,0.6673762,0.39284277,0.49193424,0.41593865,0.40009746,0.415861,0.367251,0.47747913,0.5379396,0.74284136,0.5000478,0.5846827,0.60414755,0.450582,0.4729442,0.64747936,0.6915185,0.3840955,0.5853255,0.7788323,0.4862427,0.5672172,0.45410207,0.65350103,0.4446674,0.6444775,0.4411592,0.513957,0.43018115,0.35351807,0.4382286,0.61759406,0.4088573,ES01,1,0.5,3.5,Bueno,Positivo
0.01369863,0.3286118,0.43835616,0.57617116,0.6150262,0.43984395,0.5236969,0.5068493,0.01369863,0.01369863,0.01369863,0.54803604,0.58915806,0.510153,0.50565726,0.49899027,0.5538528,0.5103348,0.3855881,0.54653454,0.5860953,0.6195567,0.41427714,0.5458405,0.39929998,0.5329689,0.46412224,0.5812681,0.53024477,0.63790405,0.5413565,0.38729486,0.47772494,0.58530134,0.65579015,0.51606923,0.5729797,0.50298923,0.4283005,0.55192924,0.65931255,0.54095817,0.523458,0.4159497,0.6135972,0.54602695,0.35570413,0.6303897,0.5718583,0.5396732,0.47059283,0.5124901,0.37747058,0.5650235,0.6822879,0.4525985,0.6383642,0.6894496,0.4958299,0.6366658,0.53373575,0.4882327,0.6379034,0.60903686,0.6062508,0.53889966,0.63237774,0.61927426,0.29298937,0.5237691,0.42807293,0.3800087,0.43418777,0.33739483,0.4648841,0.53939724,0.67293227,0.5707164,0.62279356,0.6035617,0.47927967,0.46062782,0.61162037,0.6755796,0.39695928,0.55090547,0.7620635,0.53607213,0.60478437,0.493221,0.53465134,0.5087927,0.5852568,0.6717552,0.5804554,0.44424513,0.40783024,0.45412531,0.5950293,0.43299034,ES01,1,0.5,3.5,Bueno,Positivo
0.014705882,0.4006561,0.5441176,0.31241438,0.7941144,0.29202902,0.31407285,0.20588236,0.014705882,0.20588236,0.014705882,0.4297651,0.6834653,0.42571777,0.48011073,0.49353966,0.56523716,0.48741013,0.46728194,0.53862655,0.62544286,0.64444476,0.3523162,0.56183404,0.41621011,0.5089169,0.45197782,0.60279155,0.51145554,0.6113729,0.37576964,0.3861953,0.4449564,0.57810265,0.6981384,0.57535166,0.5611219,0.6274557,0.39644226,0.6053038,0.69101274,0.49890968,0.4912793,0.5609341,0.62582654,0.57982284,0.3555093,0.6194012,0.5813395,0.4818255,0.5879014,0.48114517,0.36766797,0.53281,0.6993575,0.42293957,0.653487,0.62072206,0.4932052,0.6311205,0.5905601,0.3720382,0.606559,0.57738113,0.5762568,0.6204787,0.65120643,0.62028664,0.31004846,0.48188925,0.32447755,0.262307,0.4328481,0.36039087,0.6082786,0.6179144,0.09433456,0.6508813,0.6345218,0.64632803,0.39506105,0.3649202,0.6208454,0.67406917,0.3727273,0.635905,0.30979046,0.48900175,0.5802858,0.5047263,0.25502607,0.4683205,0.52697563,0.5420277,0.59491014,0.4455269,0.32940394,0.4031479,0.587274,0.44239944,ES01,1,0.5,3.5,Bueno,Positivo
0.027027028,0.39172223,0.8648649,0.18120024,0.77347314,0.14045048,0.35717905,0.027027028,0.027027028,0.027027028,0.027027028,0.37276122,0.54228836,0.5422594,0.3853836,0.4869492,0.5652202,0.497018,0.44034627,0.53968877,0.62493193,0.6356973,0.25645337,0.53418696,0.46378088,0.5112734,0.441231,0.60086864,0.5203704,0.6257258,0.26647648,0.38537458,0.45706323,0.52943647,0.6517786,0.5415842,0.5683761,0.79688543,0.4526321,0.61343485,0.6757464,0.519211,0.51135033,0.49621356,0.5960362,0.6029375,0.33715987,0.5774552,0.6333062,0.51175,0.60127556,0.5040756,0.37850222,0.51494706,0.67742676,0.4788902,0.62306726,0.83047044,0.3844764,0.70443654,0.5987394,0.416072,0.58873624,0.56333894,0.51576287,0.5636066,0.64331454,0.66145885,0.38722435,0.5118769,0.35642144,0.29663628,0.44723862,0.35332936,0.5539008,0.6018248,0.8081034,0.5862656,0.60922974,0.6163221,0.3234246,0.20464993,0.6524056,0.6165499,0.35653546,0.596861,0.64485085,0.47265664,0.57493746,0.47495213,0.24792236,0.4520295,0.41453204,0.758862,0.56959563,0.4888551,0.3683473,0.4295181,0.5919287,0.4421875,ES01,1,0.5,3.5,Bueno,Positivo
0.01369863,0.40516704,0.6849315,0.32335496,0.6881991,0.29524717,0.46969864,0.01369863,0.01369863,0.26027396,0.01369863,0.523096,0.46928784,0.5840666,0.3841802,0.4827517,0.51057076,0.46922615,0.2888234,0.5421965,0.6345024,0.65693784,0.18455064,0.4610753,0.5109475,0.4985561,0.4278882,0.61083204,0.5541867,0.674944,0.3862635,0.37553552,0.42643172,0.4542233,0.62097853,0.56115633,0.5643586,0.8861396,0.5068584,0.6461456,0.6301553,0.529373,0.57708865,0.34952536,0.57676035,0.52254146,0.26872468,0.57112175,0.6520828,0.5544098,0.52882844,0.5269765,0.37828028,0.52871513,0.5977135,0.54460734,0.5736969,0.8072457,0.2832789,0.7350332,0.6166108,0.5713756,0.57025105,0.58297855,0.4556363,0.42952386,0.6437956,0.65883607,0.31935763,0.5708062,0.5082281,0.54391146,0.43120652,0.39424348,0.39862007,0.46747994,0.93536353,0.64639825,0.6376127,0.57889646,0.32490772,0.11482481,0.65223986,0.6026906,0.3740997,0.5938133,0.7279061,0.46496126,0.579654,0.4817459,0.5009831,0.48851746,0.3010832,0.56623137,0.5935931,0.49795222,0.40541738,0.4902239,0.62072855,0.4118921,ES01,1,0.5,3.5,Bueno,Positivo
0.018181818,0.026311286,0.58181816,0.05858474,0.8055917,0.04416636,0.2858828,0.018181818,0.34545454,0.018181818,0.018181818,0.16911429,0.7618148,0.3220141,0.79796267,0.069633305,0.1623691,0.6076964,0.34826782,0.14481512,0.71405005,0.7053774,0.42879885,0.7414318,0.47018814,0.5964074,0.512639,0.493858,0.28346717,0.19058456,0.1283027,0.41393715,0.3379213,0.7264297,0.81789076,0.7090523,0.5007199,0.5597052,0.022269571,0.6678585,0.8245929,0.07054126,0.031120501,0.8642233,0.79397154,0.6864965,0.09463019,0.6696046,0.817356,0.02089256,0.85914934,0.0051675416,0.26568094,0.14061429,0.82220227,0.011042492,0.78814,0.8367268,0.2843142,0.35452008,0.8971604,0.23573135,0.33060238,0.6144726,0.66156906,0.55108565,0.7019836,0.6059422,0.5113411,0.5179781,0.17719908,0.24294429,0.41970378,0.6652025,0.9785033,0.6787405,0.7934959,0.7102311,0.63306504,0.85041994,0.22459379,0.34424964,0.48604926,0.7585801,0.34998012,0.95977896,0.6505708,0.20035346,0.2516665,0.55221164,0.14372197,0.20863906,0.5762561,0.7603557,0.3485871,0.35741186,0.024420187,0.007659647,0.52240264,0.49055895,ES01,1,0.5,3.5,Bueno,Positivo
0.012820513,0.21788499,0.7051282,0.104466684,0.71330005,0.14568383,0.4442795,0.012820513,0.012820513,0.24358974,0.012820513,0.34383816,0.7861533,0.28030318,0.6669784,0.4932499,0.1982861,0.27936226,0.28824192,0.82352173,0.80150133,0.50511354,0.49780744,0.4307253,0.5241449,0.3266868,0.52567935,0.68915874,0.22471364,0.16691557,0.05680709,0.4096249,0.5810144,0.484426,0.584208,0.8070631,0.2240773,0.34796077,0.6831356,0.8042041,0.30571237,0.41235626,0.71300614,0.43728766,0.6582394,0.34976268,0.7180418,0.6814421,0.16907643,0.15914376,0.43731335,0.52593625,0.7235605,0.4533134,0.5616816,0.7138916,0.2514325,0.7728939,0.6205413,0.31712273,0.18402658,0.46659663,0.14703348,0.4853097,0.5441121,0.7968193,0.61433583,0.15704474,0.3135218,0.3456367,0.69270974,0.3868887,0.3659318,0.8178514,0.3063106,0.16234086,0.55344224,0.6422257,0.51354605,0.5807808,0.32616723,0.44839138,0.50540084,0.36806864,0.43261144,0.517555,0.47987348,0.5731058,0.3956861,0.6218744,0.48134622,0.60822165,0.5108335,0.64681005,0.36519143,0.6091817,0.33964446,0.6546363,0.6079941,0.37477428,ES01,1,0.5,3.5,Bueno,Positivo
0.01369863,0.24179558,0.26027396,0.18949081,0.8886656,0.096652806,0.013920548,0.01369863,0.01369863,0.6849315,0.01369863,0.21987665,0.66808385,0.44186267,0.48668677,0.541606,0.18589985,0.30089796,0.26857334,0.8231773,0.81407833,0.48409018,0.45611864,0.5609617,0.51734614,0.34258264,0.51241875,0.684435,0.22593284,0.1715698,0.15883282,0.3790738,0.5945207,0.38397223,0.41429254,0.81406176,0.16067967,0.3085038,0.6635096,0.80302036,0.36656,0.42608482,0.7589819,0.42543444,0.5943249,0.3492604,0.6301004,0.63167113,0.07794632,0.16255109,0.39979526,0.5277851,0.6259833,0.495663,0.49851635,0.71758765,0.23814292,0.8806656,0.6769488,0.13777357,0.24551967,0.47836033,0.13787557,0.48256183,0.24126233,0.8945118,0.6123766,0.03745733,0.03985872,0.20049469,0.75410914,0.45558995,0.3013171,0.7886108,0.28423205,0.15448481,0.4868267,0.7762706,0.4910349,0.57739544,0.17867306,0.40103227,0.41686347,0.57853854,0.40688092,0.5047382,0.06548108,0.58846235,0.42512095,0.6143083,0.27604094,0.59150195,0.4901845,0.3826466,0.40968803,0.5128103,0.3233119,0.6375576,0.38601893,0.4331621,ES01,1,0.5,3.5,Bueno,Positivo
0.041666668,0.43399528,0.7916667,0.55970204,0.55130804,0.4430869,0.5561652,0.041666668,0.041666668,0.041666668,0.041666668,0.5618313,0.5075713,0.5631881,0.71182567,0.09273107,0.083204165,0.013878916,0.2338317,0.59068865,0.85220444,0.8362618,0.5139305,0.66233224,0.5930375,0.006898189,0.55680716,0.76472646,0.15265511,0.074807554,0.28970343,0.37519515,0.009321,0.36782718,0.8010705,0.8312713,0.008030244,0.2601274,0.7925221,0.83012086,0.6736375,0.012974779,0.8129652,0.21921115,0.6974866,0.32203168,0.13053091,0.63588136,0.648877,0.18191335,0.8221739,0.45908976,0.9194836,0.008914629,0.47433537,0.5294513,0.586839,0.6981585,0.91026664,0.057880964,0.7826723,0.8366844,0.21445386,0.13386145,0.14880241,0.97630733,0.6953471,0.7041996,0.10868718,0.0069628097,0.8072535,0.33224565,0.25473613,0.7427259,0.2665586,0.15669075,0.63200444,0.78480935,0.013607365,0.6699382,0.19294348,0.3834468,0.81002235,0.93754256,0.41499013,0.9334498,0.723324,0.010003115,0.011226959,0.005298176,0.32147765,0.008622386,0.45694396,0.58819425,0.012775413,0.006933409,0.5941472,0.4328654,0.82427925,0.20484896,ES01,1,0.5,3.5,Bueno,Positivo
0.01369863,0.27463087,0.6849315,0.27344367,0.53842145,0.52373433,0.56169015,0.01369863,0.01369863,0.26027396,0.01369863,0.11904313,0.8994979,0.034837253,0.57027245,0.27053225,0.34309024,0.46712154,0.3225394,0.6321867,0.47504598,0.60262257,0.47420314,0.47939542,0.5442411,0.5551967,0.48438716,0.55682194,0.3608918,0.3895699,0.585313,0.3589348,0.49732774,0.49462816,0.4687245,0.5659248,0.56330425,0.2810417,0.41133788,0.31928408,0.50650126,0.61600393,0.44446668,0.16637146,0.59731585,0.510113,0.72274846,0.54558635,0.24710694,0.6830516,0.1912754,0.6023233,0.31113124,0.5424122,0.55760777,0.49604785,0.61190754,0.51545703,0.70717436,0.13002586,0.3161157,0.9575287,0.76099,0.7519934,0.51041865,0.42828703,0.47685823,0.14718418,0.47186342,0.57129925,0.94629097,0.8791306,0.472148,0.14747176,0.21809244,0.23535284,0.49784347,0.050090622,0.34326035,0.36229154,0.7859707,0.5265452,0.54008716,0.47076494,0.44495666,0.32279736,0.13897933,0.650706,0.70910484,0.5977311,0.21007538,0.6842737,0.37031505,0.17684956,0.5911369,0.567702,0.7472138,0.58285975,0.57853055,0.44241947,ES01,2,0.4,3.0,Regular,Positivo
0.014705882,0.4583276,0.20588236,0.18662024,0.5405645,0.4532693,0.5607911,0.20588236,0.014705882,0.27941176,0.27941176,0.26085734,0.8570293,0.1281358,0.5303766,0.3089735,0.32473624,0.4786101,0.31282732,0.64949876,0.17578226,0.5770447,0.49018425,0.4899532,0.5695097,0.56186134,0.49480766,0.5484116,0.35874152,0.38251445,0.5047189,0.36597607,0.5235281,0.46644506,0.5152664,0.3143091,0.59610134,0.27639782,0.44145557,0.25258824,0.5510072,0.6157064,0.28432855,0.17194957,0.5934878,0.5257443,0.77936995,0.52498585,0.413845,0.6707272,0.15766872,0.5976672,0.31877184,0.57557553,0.5496862,0.44156206,0.6442263,0.43608952,0.698619,0.4931339,0.28122798,0.94726163,0.77302295,0.7537788,0.44722828,0.38007516,0.4746083,0.546593,0.812817,0.5900807,0.94179153,0.8925758,0.46663722,0.10677307,0.22003444,0.33811915,0.8098296,0.3105589,0.5359981,0.3816441,0.79807425,0.5287279,0.5743248,0.3243471,0.42895904,0.3219912,0.2795843,0.66478837,0.70124996,0.6016479,0.33417845,0.63673675,0.34789073,0.16041787,0.73089296,0.6250508,0.7349336,0.5571038,0.5909083,0.43762434,ES01,2,0.4,3.0,Regular,Positivo
0.027027028,0.04356114,0.3783784,0.14811257,0.87907153,0.16474767,0.036868013,0.027027028,0.027027028,0.5135135,0.027027028,0.021747466,0.88421327,0.06508775,0.5459614,0.5699345,0.3564026,0.5316691,0.41110092,0.6580595,0.41611692,0.5048015,0.48403934,0.4802021,0.541415,0.56221145,0.45717886,0.54795396,0.33835575,0.33853924,0.057733793,0.36690804,0.5812238,0.50947356,0.50489086,0.5036424,0.57500637,0.2658127,0.3553298,0.466911,0.59100467,0.5613127,0.26119247,0.34561515,0.53472483,0.5031113,0.75932765,0.5165294,0.36859262,0.48906332,0.41716543,0.51268995,0.32384863,0.6656856,0.51827717,0.41893247,0.6553801,0.8935214,0.6666969,0.507957,0.4539472,0.57717854,0.6777057,0.6660298,0.53684115,0.39708975,0.56819004,0.4990656,0.73513347,0.5835414,0.5696673,0.4820944,0.5057871,0.4630744,0.36146,0.3818809,0.3907584,0.3721931,0.5148806,0.6032398,0.7633303,0.6259789,0.5454509,0.33282146,0.4945183,0.4039636,0.06830473,0.66986215,0.6419644,0.5888218,0.12265825,0.64951676,0.3129312,0.121482596,0.65271646,0.622031,0.521722,0.5276734,0.5731008,0.4702669,ES01,2,0.4,3.0,Regular,Positivo
0.027027028,0.5659559,0.5135135,0.58241403,0.5661704,0.503393,0.549415,0.027027028,0.027027028,0.027027028,0.3783784,0.5222114,0.54840994,0.5383386,0.7466521,0.5591046,0.32883805,0.496226,0.35587746,0.6558935,0.51217055,0.55198586,0.41242036,0.6219641,0.39154175,0.53515804,0.3227951,0.5790775,0.3426697,0.34048313,0.5429593,0.37020856,0.54590386,0.7223917,0.5199447,0.65424395,0.5352334,0.27141428,0.3824347,0.56180775,0.5718101,0.5373259,0.33968285,0.3363178,0.51218915,0.70985603,0.7650167,0.38289458,0.27710295,0.46754742,0.418197,0.50543994,0.345626,0.64240664,0.5827434,0.45500162,0.63704264,0.542968,0.71468264,0.28622234,0.47588715,0.59145284,0.64070517,0.6464133,0.7736099,0.53018737,0.5938391,0.30815372,0.64620835,0.52782685,0.60369843,0.5173412,0.69997984,0.5440572,0.34417498,0.28026313,0.3293673,0.37864193,0.5584712,0.61431867,0.74581796,0.8131391,0.41367975,0.3862771,0.6247121,0.4462598,0.35703978,0.61673695,0.62368745,0.6374581,0.33262843,0.6521009,0.2694545,0.67276543,0.60758024,0.60232365,0.48967814,0.5427002,0.47758317,0.64502424,ES01,2,0.4,3.0,Regular,Positivo
